,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
1215,463080,Male,No,33,No,Artist,0,Low,4,Cat_5
1216,463083,Male,No,28,Yes,Artist,6,Low,3,Cat_6
1217,463085,Female,No,43,Yes,Artist,0,Low,1,Cat_6
1218,463086,Male,No,30,Yes,Artist,8,Low,2,Cat_5
1219,463088,Female,Yes,84,Yes,Lawyer,1,High,2,Cat_6
1220,463089,Male,Yes,48,Yes,Executive,6,High,4,Cat_6
1221,463090,Female,Yes,55,No,Engineer,3,Average,2,Cat_6
1222,463091,Female,Yes,37,Yes,Homemaker,8,Low,1,Cat_6
1223,463094,Male,Yes,38,Yes,Engineer,11,Average,3,Cat_6
1224,463096,Female,No,28,Yes,Doctor,2,Low,3,Cat_6
1225,463099,Male,Yes,86,Yes,Lawyer,2,Low,1,Cat_6
1226,463100,Female,No,35,No,Homemaker,9,Low,1,Cat_6
1227,463102,Male,No,35,No,Entertainment,0,Low,2,Cat_6
1228,463104,Female,Yes,46,No,Lawyer,0,Low,1,Cat_6
1229,463106,Female,Yes,79,Yes,Lawyer,0,Low,1,Cat_6
1230,463108,Male,Yes,63,Yes,Lawyer,5,High,2,Cat_6
1231,463118,Female,Yes,50,Yes,Doctor,2,High,3,Cat_6
1232,463120,Female,No,35,Yes,Entertainment,0,Low,1,Cat_6
1233,463129,Male,Yes,65,No,Doctor,2,Low,1,Cat_6
1234,463133,Male,Yes,50,No,Artist,0,Average,4,Cat_6
1235,463138,Female,No,27,No,Homemaker,2,Low,2,Cat_3
1236,463144,Male,Yes,45,Yes,Executive,0,High,3,Cat_6
1237,463145,Female,No,36,Yes,Homemaker,0,Low,4,Cat_6
1238,463146,Male,Yes,43,No,Entertainment,11,Average,2,Cat_6
1239,463148,Male,Yes,62,Yes,Marketing,1,High,5,Cat_6
1240,463149,Male,Yes,57,Yes,Artist,2,Average,2,Cat_6
1241,463150,Male,No,51,No,Marketing,9,Low,1,Cat_6
1242,463151,Male,Yes,59,Yes,Artist,0,Low,1,Cat_3
1243,463154,Female,Yes,27,No,Artist,0,Low,4,Cat_6
1244,463156,Female,Yes,83,No,Lawyer,2,High,2,Cat_6
1245,463157,Male,Yes,50,Yes,Entertainment,6,Low,3,Cat_6
1246,463158,Male,Yes,75,Yes,Executive,1,High,3,Cat_6
1247,463163,Male,No,28,No,Executive,2,Low,2,Cat_3
1248,463164,Male,Yes,39,Yes,Artist,9,Average,2,Cat_6
1249,463165,Female,Yes,69,Yes,Doctor,0,Average,2,Cat_6
1250,463166,Female,No,41,Yes,Artist,1,Low,1,Cat_4
1251,463170,Female,Maybe,28,Yes,Healthcare,0,Low,5,Cat_3
1252,463171,Female,Yes,39,No,Entertainment,1,High,3,Cat_3
1253,463173,Male,No,47,Yes,Artist,0,Low,1,Cat_3
1254,463174,Female,Yes,62,Yes,Engineer,1,Low,1,Cat_3
1255,463175,Female,Maybe,41,No,Engineer,0,Low,4,Cat_3
1256,463181,Male,Yes,49,Yes,Doctor,5,Average,3,Cat_5
1257,463187,Female,Yes,52,Yes,Artist,8,Low,2,Cat_6
1258,463192,Female,Yes,48,No,Entertainment,2,Average,2,Cat_4
1259,463195,Female,No,26,Yes,Healthcare,7,Low,2,Cat_3
1260,463196,Female,Yes,72,Yes,Engineer,1,Low,1,Cat_6
1261,463199,Female,Yes,47,Yes,Artist,0,Low,3,Cat_4
1262,463201,Female,No,19,No,Healthcare,1,Low,2,Cat_4
1263,463203,Female,No,21,No,Healthcare,1,Low,3,Cat_7
1264,463204,Male,No,39,No,Entertainment,1,Low,1,Cat_6
1265,463209,Female,No,52,Yes,Artist,0,Low,1,Cat_6
1266,463218,Male,Yes,37,No,Entertainment,8,Average,3,Cat_6
1267,463219,Male,Yes,51,No,Entertainment,0,Low,2,Cat_6
1268,463220,Male,Yes,48,No,Engineer,1,Average,3,Cat_6
1269,463221,Male,No,22,No,Healthcare,2,Low,3,Cat_6
1270,463224,Male,Yes,47,Yes,Executive,1,High,4,Cat_6
1271,463240,Female,Yes,45,No,Engineer,0,Average,3,Cat_6
1272,463242,Female,No,29,No,Engineer,5,Low,2,Cat_6
1273,463244,Female,Yes,47,No,Doctor,1,Low,1,Cat_6
1274,463245,Male,Yes,41,Yes,Entertainment,8,Average,2,Cat_6
1275,463248,Female,Yes,32,No,Homemaker,9,Average,4,Cat_2
1276,463251,Male,Yes,31,No,Marketing,2,Low,3,Cat_6
1277,463256,Male,No,20,No,Marketing,1,Low,3,Cat_6
1278,463258,Female,Yes,46,Yes,Artist,0,Average,3,Cat_6
1279,463260,Male,Yes,70,Yes,Lawyer,3,Low,1,Cat_6
1280,463265,Male,Yes,65,Yes,Artist,1,Average,3,Cat_6
1281,463266,Female,Yes,68,Yes,Artist,1,Average,2,Cat_6
1282,463267,Male,Yes,29,No,Homemaker,9,Low,1,Cat_4
1283,463269,Male,Yes,41,Yes,Entertainment,3,Average,2,Cat_3
1284,463270,Male,Yes,50,No,Executive,0,Low,5,
1285,463273,Male,Yes,38,Yes,Entertainment,9,Average,2,Cat_3
1286,463276,Male,Yes,37,No,Executive,2,Average,2,Cat_3
1287,463277,Female,Yes,30,No,Engineer,6,Low,2,Cat_3
1288,463278,Female,Yes,63,Yes,Engineer,1,Low,1,Cat_3
1289,463280,Male,Yes,42,Yes,Artist,6,Average,2,Cat_3
1290,463292,Male,Yes,41,No,Executive,0,High,3,Cat_6
1291,463302,Female,Yes,60,Yes,Engineer,2,High,4,Cat_6
1292,463308,Male,Yes,46,Yes,Engineer,1,Low,2,Cat_3
1293,463316,Female,Yes,83,No,Lawyer,0,High,2,Cat_6
1294,463323,Male,Yes,27,Yes,Healthcare,3,Low,2,Cat_6
1295,463324,Female,No,22,No,Healthcare,1,Low,4,Cat_2
1296,463330,Male,No,20,No,Healthcare,0,Low,4,Cat_6
1297,463332,Female,Yes,40,Yes,Engineer,0,Low,2,Cat_6
1298,463334,Female,No,28,Yes,Doctor,0,Low,6,Cat_4
1299,463335,Male,No,28,Yes,Doctor,2,Low,1,Cat_4
1300,463338,Male,Yes,28,No,Entertainment,0,Low,2,Cat_3
1301,463340,Female,No,20,No,Healthcare,0,Low,4,Cat_3
1302,463341,Female,Yes,53,No,Engineer,0,Average,6,Cat_3
1303,463348,Female,Yes,35,Yes,Doctor,0,Low,2,Cat_6
1304,463351,Female,No,21,No,Healthcare,3,Low,4,Cat_5
1305,463356,Male,No,30,Yes,Healthcare,6,Low,4,Cat_2
1306,463360,Female,Yes,46,Yes,Artist,2,Low,1,Cat_6
1307,463367,Female,No,36,Yes,Engineer,3,Low,4,Cat_2
1308,463368,Female,Yes,38,Yes,Artist,4,High,3,Cat_2
1309,463372,Female,Yes,26,No,Marketing,1,Average,2,
1310,463375,Female,Yes,45,Yes,Doctor,1,Low,1,Cat_4
1311,463376,Female,Yes,46,Yes,Executive,5,High,2,Cat_6
1312,463378,Male,No,25,Yes,Doctor,0,Low,1,Cat_3
1313,463379,Male,No,27,No,Marketing,0,Low,7,Cat_6
1314,463386,Female,Yes,42,Yes,Doctor,6,Low,1,Cat_3
1315,463387,Male,Maybe,20,No,Marketing,3,Low,2,Cat_3
1316,463391,Male,Yes,55,Yes,Doctor,6,Low,1,Cat_3
1317,463395,Male,No,25,No,Marketing,2,Low,1,Cat_6
1318,463404,Male,Yes,27,No,Doctor,2,High,2,Cat_3
1319,463406,Male,No,31,No,Marketing,0,Low,4,Cat_3
1320,463409,Female,Yes,38,No,Entertainment,6,Average,5,Cat_2
1321,463411,Male,Yes,43,Yes,Entertainment,2,Average,2,Cat_6
1322,463420,Female,Yes,59,Yes,Artist,2,High,3,Cat_6
1323,463423,Male,Yes,61,No,Executive,1,Average,3,Cat_6
1324,463427,Female,Yes,27,Yes,Engineer,1,Low,2,Cat_6
1325,463428,Male,Yes,26,No,Executive,1,High,5,Cat_6
1326,463431,Male,Yes,39,Yes,Artist,2,Average,4,Cat_4
1327,463437,Male,Yes,51,Yes,Artist,0,Average,3,Cat_6
1328,463438,Male,Yes,47,No,Entertainment,0,Average,3,Cat_6
1329,463443,Male,Yes,52,Yes,Artist,1,Average,4,Cat_6
1330,463444,Male,Yes,59,Yes,Lawyer,2,High,2,Cat_6
1331,463447,Male,Yes,57,No,Engineer,1,Average,2,Cat_6
1332,463452,Female,Yes,86,Yes,Lawyer,1,High,2,Cat_6
1333,463460,Male,Yes,49,Yes,Artist,2,Average,2,Cat_6
1334,463461,Male,No,30,No,Doctor,2,Low,4,Cat_4
1335,463462,Female,Yes,43,No,Engineer,0,Average,4,Cat_6
1336,463470,Male,No,19,No,Healthcare,2,Low,5,Cat_2
1337,463472,Male,No,20,No,Healthcare,2,Low,4,Cat_6
1338,463473,Male,No,19,No,Healthcare,2,Low,3,Cat_6
1339,463475,Female,Yes,43,Yes,Doctor,0,Low,1,Cat_6
1340,463477,Male,No,31,No,Healthcare,0,Low,4,Cat_4
1341,463483,Male,Yes,30,No,Executive,1,High,2,Cat_6
1342,463491,Male,Yes,27,Yes,Doctor,8,Average,3,Cat_6
1343,463493,Male,Yes,36,Yes,Executive,2,High,4,Cat_6
1344,463499,Male,Yes,47,Yes,Executive,0,Low,2,Cat_6
1345,463500,Male,Yes,35,Yes,Executive,1,High,4,Cat_6
1346,463503,Male,Yes,25,Yes,Entertainment,0,Low,2,Cat_7
1347,463508,Female,Yes,25,No,Artist,0,Low,3,Cat_6
1348,463509,Male,No,38,No,Artist,1,Low,1,Cat_3
1349,463512,Female,No,32,No,Engineer,0,Low,3,Cat_6
1350,463516,Male,Yes,48,No,Executive,1,High,6,Cat_6
1351,463527,Female,No,38,No,Artist,10,Low,1,Cat_6
1352,463528,Male,Yes,70,No,Executive,2,High,2,Cat_6
1353,463529,Male,No,42,Yes,Marketing,2,Low,1,Cat_6
1354,463533,Female,Yes,85,Yes,Artist,1,High,2,Cat_2
1355,463537,Female,No,25,Yes,Healthcare,1,Low,3,Cat_6
1356,463545,Female,No,31,Yes,Doctor,1,Low,2,Cat_4
1357,463548,Female,No,20,No,Healthcare,3,Low,4,Cat_4
1358,463550,Female,Yes,37,Yes,Artist,0,Average,2,Cat_4
1359,463553,Male,No,33,Yes,Artist,8,Low,2,Cat_6
1360,463554,Female,No,52,No,Artist,5,Low,1,Cat_6
1361,463557,Male,No,26,Yes,Doctor,0,Low,3,Cat_6
1362,463560,Female,No,21,No,Healthcare,9,Low,5,Cat_4
1363,463561,Female,No,42,Yes,Engineer,0,Low,1,Cat_6
1364,463566,Female,Yes,35,Yes,Homemaker,2,Average,4,Cat_2
1365,463572,Male,Yes,39,Yes,Artist,0,Average,4,Cat_6
1366,463577,Female,Yes,41,Yes,Doctor,1,Average,2,Cat_6
1367,463586,Female,No,18,No,Healthcare,1,Low,5,Cat_6
1368,463588,Male,No,22,No,Healthcare,0,Low,1,Cat_6
1369,463598,Female,Yes,25,No,Engineer,2,Low,2,Cat_6
1370,463601,Female,No,20,No,Healthcare,4,Low,5,
1371,463603,Female,No,18,No,Entertainment,0,Low,4,Cat_2
1372,463605,Female,No,20,No,Healthcare,1,Low,5,Cat_5
1373,463606,Male,No,21,No,Marketing,0,Low,4,Cat_2
1374,463614,Female,No,25,No,Healthcare,1,Low,4,Cat_3
1375,463615,Female,Yes,60,Yes,Artist,2,Average,2,Cat_6
1376,463616,Female,Yes,46,No,Engineer,0,Average,5,Cat_3
1377,463619,Male,Yes,68,No,Executive,1,High,2,Cat_6
1378,463620,Male,No,21,No,Healthcare,1,Low,4,Cat_2
1379,463623,Male,No,27,Yes,Doctor,0,Low,3,Cat_6
1380,463624,Male,Yes,59,Yes,Executive,1,High,4,Cat_6
1381,463628,Female,No,26,Yes,Artist,8,Low,1,Cat_6
1382,463632,Male,Yes,26,Yes,Artist,0,Average,2,Cat_6
1383,463638,Female,Yes,32,No,Doctor,1,Average,2,Cat_7
1384,463639,Male,No,33,No,Healthcare,0,Low,6,Cat_6
1385,463640,Male,No,28,Yes,Healthcare,0,Low,3,Cat_6
1386,463644,Female,No,30,Yes,Healthcare,0,Low,3,Cat_7
1387,463652,Female,No,32,Yes,Artist,2,Low,1,Cat_6
1388,463654,Female,No,41,No,Engineer,3,Low,3,Cat_3
1389,463655,Male,Yes,42,Yes,Artist,13,Low,2,Cat_6
1390,463661,Female,Yes,45,Yes,Doctor,1,Average,4,Cat_6
1391,463663,Female,No,39,Yes,No_Information,1,Low,2,Cat_6
1392,463664,Female,No,29,No,Engineer,0,Low,1,Cat_6
1393,463665,Male,Yes,46,Yes,Entertainment,1,Average,3,Cat_6
1394,463669,Female,Yes,26,Yes,Marketing,5,High,4,Cat_2
1395,463670,Female,No,26,Yes,Healthcare,2,Low,4,Cat_6
1396,463689,Female,Yes,41,Yes,Doctor,1,Low,2,Cat_6
1397,463699,Female,Yes,38,Yes,Marketing,9,Low,3,Cat_6
1398,463703,Male,Yes,69,No,Executive,1,High,4,Cat_6
1399,463704,Male,No,46,Yes,Artist,0,Low,2,Cat_6
1400,463707,Female,No,40,No,Artist,0,Low,1,Cat_5
1401,463713,Male,No,25,No,Engineer,9,Low,3,Cat_4
1402,463714,Male,Yes,59,No,No_Information,1,Average,2,Cat_4
1403,463716,Male,No,26,No,Doctor,1,Low,4,Cat_6
1404,463718,Female,No,33,Yes,Artist,0,Low,4,Cat_6
1405,463722,Male,Yes,56,Yes,Executive,8,High,2,Cat_6
1406,463724,Male,No,30,No,Healthcare,0,Low,5,Cat_4
1407,463726,Female,No,26,No,Healthcare,0,Low,3,Cat_6
1408,463727,Female,No,28,No,Doctor,0,Low,5,Cat_3
1409,463728,Female,Yes,28,No,Doctor,0,Average,6,Cat_6
1410,463732,Male,No,20,No,Healthcare,1,Low,4,Cat_6
1411,463734,Male,Yes,41,No,Executive,1,Average,3,Cat_6
1412,463741,Male,Yes,37,Yes,Artist,0,High,3,Cat_6
1413,463745,Male,Yes,59,Yes,Artist,1,Average,3,Cat_3
1414,463747,Female,Yes,43,Yes,Artist,0,Average,2,Cat_6
1415,463748,Male,No,20,No,Healthcare,1,Low,3,Cat_6
1416,463753,Female,No,30,Yes,Healthcare,1,Low,5,Cat_2
1417,463756,Male,Yes,66,No,Executive,0,Average,2,Cat_6
1418,463761,Male,Yes,28,Yes,Artist,1,Average,3,Cat_6
1419,463764,Male,Yes,49,Yes,Entertainment,0,Average,3,Cat_6
1420,463766,Female,Yes,61,Yes,Artist,0,Average,3,
1421,463767,Male,Yes,27,Yes,Artist,9,Average,2,Cat_6
1422,463768,Female,Yes,35,No,Engineer,1,Low,1,Cat_4
1423,463774,Male,Yes,33,Yes,Healthcare,0,Average,2,Cat_6
1424,463776,Female,Yes,36,Yes,Artist,2,Average,2,Cat_6
1425,463782,Female,No,27,Yes,Artist,9,Low,1,Cat_6
1426,463783,Female,No,29,No,Healthcare,2,Low,2,
1427,463784,Female,No,31,No,Engineer,1,Low,5,Cat_4
1428,463785,Female,No,30,No,Healthcare,0,Low,4,Cat_4
1429,463786,Female,Yes,43,Yes,Artist,2,Average,2,Cat_6
1430,463790,Male,Yes,47,No,Executive,1,Low,4,Cat_4
1431,463792,Female,No,42,No,Engineer,2,Low,1,Cat_6
1432,463794,Female,No,33,Yes,Healthcare,2,Low,5,Cat_2
1433,463799,Female,No,36,Yes,Artist,1,Low,4,Cat_2
1434,463800,Female,No,30,Yes,Engineer,1,Low,3,Cat_6
1435,463804,Male,Yes,60,Yes,Artist,9,Low,1,Cat_6
1436,463807,Female,No,32,Yes,Healthcare,0,Low,3,Cat_4
1437,463811,Female,Yes,32,Yes,Artist,0,Average,2,Cat_4
1438,463814,Female,No,28,No,Healthcare,7,Low,3,Cat_5
1439,463816,Male,Yes,46,Yes,Healthcare,2,High,4,Cat_7
1440,463818,Female,Yes,38,Yes,Artist,4,Low,1,Cat_6
1441,463819,Male,Yes,28,No,Artist,8,Low,2,Cat_6
1442,463821,Male,Yes,30,Yes,Entertainment,7,Low,2,Cat_6
1443,463825,Female,Yes,52,Yes,Artist,0,Average,3,
1444,463827,Female,Yes,46,Yes,Engineer,1,Average,4,Cat_6
1445,463828,Male,Yes,37,No,Engineer,0,Average,2,Cat_1
1446,463830,Female,No,25,Yes,Engineer,2,Low,3,Cat_6
1447,463834,Female,Yes,43,Yes,Engineer,1,Average,4,Cat_6
1448,463835,Male,No,32,No,Marketing,0,Low,4,Cat_6
1449,463842,Female,Yes,50,Yes,Engineer,1,High,4,Cat_6
1450,463847,Male,Yes,43,No,Artist,3,Average,3,Cat_6
1451,463856,Male,Yes,37,Yes,Artist,0,Average,2,Cat_4
1452,463857,Male,Yes,61,No,Healthcare,0,High,4,Cat_7
1453,463859,Male,Yes,39,Yes,Artist,5,Average,2,Cat_6
1454,463865,Male,Yes,46,Yes,Artist,1,Average,5,Cat_6
1455,463877,Male,Yes,37,No,Entertainment,0,Average,4,Cat_4
1456,463880,Female,Yes,36,No,Engineer,0,Low,3,Cat_2
1457,463884,Female,No,28,No,Artist,0,Low,1,Cat_6
1458,463891,Male,Yes,86,Yes,Lawyer,0,Low,1,Cat_6
1459,463892,Male,No,42,Yes,Artist,8,Low,1,Cat_6
1460,463904,Male,Yes,82,Yes,Executive,1,Low,1,Cat_6
1461,463917,Female,No,18,No,Healthcare,1,Low,8,Cat_4
1462,463923,Female,No,18,No,Engineer,0,Low,4,Cat_6
1463,463924,Female,No,36,Yes,Artist,1,Low,1,Cat_5
1464,463926,Female,No,26,No,Engineer,1,Low,6,Cat_6
1465,463931,Male,Yes,49,Yes,Entertainment,1,Average,2,Cat_6
1466,463932,Female,Yes,69,Yes,Artist,1,Average,3,Cat_6
1467,463941,Female,No,29,No,Artist,1,Low,6,Cat_4
1468,463943,Male,No,68,Yes,Entertainment,1,Low,2,Cat_6
1469,463946,Male,No,33,No,Healthcare,4,Low,3,Cat_4
1470,463948,Male,Yes,38,No,Executive,3,High,5,Cat_6
1471,463951,Male,Yes,52,No,Entertainment,1,Average,3,Cat_6
1472,463955,Male,Yes,28,Yes,Artist,1,Low,2,Cat_6
1473,463958,Female,No,27,No,Healthcare,1,Low,5,Cat_2
1474,463961,Female,No,28,No,Engineer,0,Low,4,Cat_4
1475,463963,Female,Yes,25,No,Engineer,7,High,3,Cat_6
1476,463966,Female,No,30,Yes,Artist,8,Low,1,Cat_6
1477,463978,Male,Yes,40,Yes,Artist,1,Average,3,Cat_2
1478,463980,Female,No,25,Yes,Artist,0,Low,9,Cat_6
1479,463981,Female,No,30,Yes,Artist,5,Low,1,
1480,463983,Female,Yes,43,No,Engineer,0,Average,2,Cat_4
1481,463986,Female,No,26,Yes,Artist,1,Low,4,Cat_6
1482,463997,Female,Yes,37,No,Entertainment,0,Average,3,Cat_6
1483,464000,Female,No,28,No,Healthcare,1,Low,5,Cat_7
1484,464004,Female,Yes,31,No,Marketing,1,Low,5,Cat_4
1485,464007,Male,Yes,46,Yes,Artist,1,Low,3,Cat_6
1486,464009,Female,Yes,47,Yes,Artist,5,Average,4,Cat_6
1487,464010,Male,No,28,No,Healthcare,1,Low,4,Cat_6
1488,464013,Male,No,30,No,Healthcare,0,Low,1,Cat_6
1489,464016,Female,Maybe,29,Yes,Entertainment,1,High,1,Cat_1
1490,464019,Male,No,23,No,Artist,2,Low,5,Cat_6
1491,464021,Female,No,22,No,Healthcare,1,Low,5,Cat_6
1492,464023,Male,No,20,No,Healthcare,1,Low,5,Cat_7
1493,464030,Male,No,22,No,Entertainment,1,Low,4,Cat_6
1494,464031,Female,No,19,No,Healthcare,0,Low,4,Cat_6
1495,464032,Male,No,21,No,Healthcare,1,Low,3,Cat_6
1496,464033,Female,No,19,No,Healthcare,0,Low,4,Cat_6
1497,464039,Male,No,39,Yes,Artist,1,Low,2,Cat_6
1498,464042,Female,Yes,38,Yes,Artist,8,Low,2,Cat_6
1499,464046,Male,No,33,Yes,Healthcare,3,Low,1,Cat_6
1500,464048,Female,No,38,Yes,Homemaker,4,Low,1,Cat_6
1501,464049,Female,No,29,Yes,Healthcare,0,Low,3,Cat_6
1502,464053,Female,Yes,35,No,Entertainment,4,Low,1,Cat_6
1503,464054,Male,Yes,32,Yes,Artist,9,Average,2,Cat_6
1504,464059,Male,Yes,59,Yes,Artist,0,Low,1,Cat_6
1505,464063,Female,No,32,Yes,Doctor,0,Low,1,Cat_6
1506,464066,Female,No,29,Yes,Healthcare,8,Low,3,Cat_4
1507,464067,Female,No,31,Yes,Entertainment,0,Low,4,Cat_2
1508,464068,Male,Yes,59,No,Executive,0,High,4,Cat_6
1509,464071,Male,Yes,87,Yes,Lawyer,0,High,2,Cat_6
1510,464072,Male,Yes,53,Yes,Executive,0,Low,2,Cat_6
1511,464076,Male,Yes,83,No,Lawyer,0,High,2,Cat_6
1512,464084,Male,No,33,No,Healthcare,1,Low,5,Cat_4
1513,464087,Female,No,26,No,Engineer,2,Low,4,Cat_6
1514,464089,Female,Yes,39,Yes,Artist,7,High,5,
1515,464096,Female,No,27,No,Healthcare,1,Low,5,Cat_4
1516,464099,Female,Yes,42,Yes,Artist,5,Average,2,Cat_4
1517,464103,Male,Yes,46,Yes,Artist,4,Average,2,Cat_6
1518,464110,Male,Yes,63,Yes,Doctor,0,High,2,Cat_6
1519,464112,Male,No,32,Yes,Doctor,1,Low,2,Cat_6
1520,464115,Female,No,38,Yes,Engineer,0,Low,3,Cat_6
1521,464118,Male,No,38,Yes,Entertainment,1,Low,2,Cat_6
1522,464121,Female,Yes,63,Yes,Engineer,1,Low,1,Cat_6
1523,464123,Female,No,45,Yes,Artist,1,Low,1,Cat_6
1524,464127,Female,No,33,Yes,Healthcare,1,Low,5,Cat_2
1525,464132,Male,No,27,No,Entertainment,0,Low,2,Cat_6
1526,464137,Female,Yes,87,No,Artist,7,High,2,Cat_7
1527,464139,Female,No,25,No,Healthcare,14,Low,1,Cat_6
1528,464144,Male,Yes,61,Yes,Artist,0,Average,4,Cat_6
1529,464152,Male,Yes,41,Yes,Artist,1,High,4,Cat_6
1530,464162,Male,Yes,86,Yes,Lawyer,2,High,2,Cat_6
1531,464167,Male,Yes,51,Yes,Executive,4,High,3,Cat_6
1532,464169,Male,Maybe,83,No,Lawyer,0,High,2,Cat_6
1533,464172,Male,Yes,60,Yes,Artist,3,High,3,Cat_6
1534,464173,Male,Yes,65,Yes,Artist,6,Average,3,Cat_6
1535,464175,Female,No,32,No,Healthcare,1,Low,2,Cat_6
1536,464176,Female,Yes,41,Yes,Artist,1,Low,1,Cat_6
1537,464179,Female,Yes,56,Yes,Artist,0,Average,3,Cat_6
1538,464180,Female,Yes,74,No,Lawyer,1,High,2,Cat_6
1539,464182,Male,Yes,39,Yes,Artist,4,Average,2,Cat_2
1540,464183,Female,No,42,No,Artist,2,Low,2,Cat_6
1541,464185,Male,Yes,68,Yes,Artist,5,High,2,Cat_6
1542,464195,Male,No,30,Yes,Artist,1,Low,1,Cat_6
1543,464200,Female,No,32,No,Healthcare,1,Low,3,Cat_6
1544,464202,Male,Yes,43,Yes,Artist,13,Low,1,Cat_6
1545,464204,Female,Yes,40,Yes,Artist,3,High,2,Cat_5
1546,464205,Female,Yes,87,No,Entertainment,0,High,2,Cat_6
1547,464206,Male,Yes,43,No,Entertainment,1,Low,2,Cat_6
1548,464211,Male,Yes,48,Yes,Doctor,1,Average,3,Cat_2
1549,464212,Female,Yes,58,Yes,Marketing,0,Average,2,Cat_6
1550,464216,Male,Yes,52,Yes,Artist,2,High,3,Cat_6
1551,464217,Female,No,30,No,Healthcare,14,Low,3,Cat_6
1552,464223,Female,Yes,53,Yes,Artist,2,Low,2,Cat_6
1553,464226,Female,Yes,56,Yes,Artist,3,Average,3,Cat_6
1554,464231,Male,Yes,48,Yes,Artist,1,Average,4,Cat_6
1555,464232,Male,Yes,28,No,Doctor,1,Low,5,Cat_6
1556,464246,Female,Yes,61,Yes,Artist,0,Average,2,Cat_6
1557,464254,Male,Yes,62,Yes,Entertainment,1,Average,3,Cat_6
1558,464255,Female,Yes,49,Yes,Artist,1,Average,5,Cat_4
1559,464257,Male,Yes,40,Yes,Entertainment,0,High,2,Cat_6
1560,464265,Male,Yes,62,Yes,Entertainment,1,Low,2,Cat_6
1561,464269,Male,No,35,Yes,Entertainment,1,Low,2,Cat_1
1562,464270,Female,No,48,Yes,Artist,4,Low,1,Cat_6
1563,464271,Female,Yes,36,Yes,Artist,1,Average,3,Cat_2
1564,464274,Female,Yes,56,Yes,Artist,1,Average,5,Cat_6
1565,464276,Female,Yes,66,No,Marketing,0,High,2,Cat_1
1566,464283,Male,No,40,Yes,Artist,6,Low,2,Cat_6
1567,464286,Female,Yes,57,Yes,Artist,0,Average,2,Cat_6
1568,464287,Male,Yes,42,Yes,Artist,2,Average,3,Cat_2
1569,464289,Male,Yes,35,No,Marketing,1,Low,3,Cat_6
1570,464292,Male,Yes,58,Yes,Artist,0,Average,2,Cat_6
1571,464297,Male,No,29,No,Artist,8,Low,5,Cat_5
1572,464298,Male,No,26,No,Doctor,0,Low,1,Cat_6
1573,464308,Female,Yes,84,Yes,Lawyer,1,High,2,Cat_6
1574,464318,Male,Yes,86,Yes,Executive,0,Low,1,Cat_6
1575,464320,Male,Yes,77,No,Lawyer,1,High,2,Cat_6
1576,464326,Female,No,37,Yes,Artist,0,Low,3,Cat_6
1577,464332,Male,Yes,74,No,Executive,0,High,2,Cat_6
1578,464339,Male,No,27,No,Artist,1,Low,2,Cat_6
1579,464344,Female,Yes,56,Yes,Artist,0,Low,1,Cat_6
1580,464351,Female,No,27,Yes,Healthcare,0,Low,1,Cat_6
1581,464364,Male,Yes,39,Yes,Artist,7,Average,2,Cat_6
1582,464368,Male,Yes,35,Yes,Entertainment,3,Average,2,Cat_6
1583,464370,Male,Yes,66,Yes,Entertainment,1,Average,2,Cat_6
1584,464373,Female,No,47,Yes,Artist,0,Low,2,Cat_6
1585,464378,Female,Yes,36,Yes,Artist,8,Average,2,Cat_6
1586,464381,Male,Yes,43,Yes,Artist,4,Average,2,Cat_6
1587,464382,Female,Yes,55,Yes,Artist,0,Average,4,Cat_6
1588,464386,Male,Yes,41,Yes,Doctor,0,Average,3,Cat_6
1589,464387,Female,No,26,Yes,Artist,9,Low,5,Cat_6
1590,464389,Male,Yes,72,Yes,Artist,0,High,2,Cat_2
1591,464392,Male,Yes,59,Yes,Artist,0,Average,2,Cat_6
1592,464396,Male,Yes,38,Yes,Entertainment,1,Average,3,Cat_6
1593,464412,Male,Yes,72,No,Lawyer,1,Low,2,Cat_6
1594,464424,Male,No,31,Yes,Healthcare,1,Low,4,Cat_6
1595,464425,Male,No,41,Yes,Artist,9,Low,1,Cat_6
1596,464432,Male,No,25,No,Engineer,9,Low,2,Cat_3
1597,464433,Male,No,29,Yes,Artist,2,Low,2,Cat_2
1598,464436,Male,Yes,83,Yes,Lawyer,0,High,2,Cat_4
1599,464437,Female,Yes,51,Yes,Engineer,0,Average,4,Cat_6
1600,464441,Male,Yes,40,Yes,Artist,0,Low,2,Cat_2
1601,464451,Female,Yes,76,Yes,Artist,0,Average,2,Cat_6
1602,464456,Male,Yes,29,Yes,Artist,1,Low,4,Cat_6
1603,464468,Male,Yes,46,Yes,Artist,1,Low,3,Cat_6
1604,464473,Female,Yes,58,Yes,Artist,0,Average,4,Cat_6
1605,464474,Female,No,46,Yes,Artist,1,Low,1,Cat_6
1606,464478,Female,Yes,74,No,Lawyer,0,High,2,Cat_6
1607,464481,Male,Yes,53,Yes,Executive,1,High,3,Cat_6
1608,464482,Male,Yes,63,Yes,Artist,1,Low,1,Cat_6
1609,464483,Female,Yes,49,Yes,Artist,1,Average,3,Cat_6
1610,464485,Male,No,25,Yes,Entertainment,5,Low,2,Cat_3
1611,464487,Male,No,46,No,Engineer,1,Low,3,Cat_4
